,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
15,110/10/25,1404605,41060243,29.25,29.35,29.15,29.25,-0.05,969
14,110/10/22,1323771,38762848,29.35,29.4,29.2,29.3,-0.05,905
13,110/10/21,2474582,72756241,29.4,29.5,29.35,29.35,0.0,1472
12,110/10/20,2375027,69816619,29.4,29.5,29.3,29.35,0.0,1498
11,110/10/19,4128264,121475074,29.45,29.55,29.35,29.35,0.05,2475
10,110/10/18,4381987,128777034,29.5,29.6,29.1,29.3,-0.05,1684
9,110/10/15,3527367,103146952,29.05,29.35,28.95,29.35,0.5,1840
8,110/10/14,3485734,101134776,29.1,29.25,28.85,28.85,0.0,2260
7,110/10/13,2913345,84303350,29.15,29.15,28.8,28.85,0.0,1668
6,110/10/12,4578773,132115011,28.9,29.05,28.2,28.85,-0.25,2367
5,110/10/08,2055470,59881324,29.15,29.25,29.05,29.1,-0.05,1250
4,110/10/07,3841849,112059445,29.1,29.3,28.9,29.15,0.3,2642
3,110/10/06,4725602,136640384,29.1,29.15,28.85,28.85,-0.15,2811
2,110/10/05,4013202,116367413,29.0,29.25,28.8,29.0,0.0,2304
1,110/10/04,6059478,176073108,29.3,29.4,28.9,29.0,-0.2,2905
0,110/10/01,5300497,155087789,29.45,29.55,29.1,29.2,-0.4,2743
19,110/09/30,3485440,102852263,29.45,29.8,29.3,29.6,0.0,1600
18,110/09/29,3510276,103725022,29.7,29.7,29.45,29.6,-0.3,2038
17,110/09/28,1922669,57280225,29.85,29.9,29.5,29.9,0.05,983
16,110/09/27,2200838,65845061,30.0,30.0,29.8,29.85,-0.1,1033
15,110/09/24,2018226,60364027,29.9,30.0,29.8,29.95,0.1,1058
14,110/09/23,3356284,99661710,29.6,29.85,29.45,29.85,0.5,1511
13,110/09/22,9768122,285509472,29.2,29.75,28.95,29.35,0.15,4901
12,110/09/17,9126857,268897817,29.95,30.1,29.2,29.2,-0.75,1737
11,110/09/16,2779448,83179883,30.0,30.0,29.7,29.95,-0.05,1337
10,110/09/15,2733378,81863383,29.9,30.0,29.8,30.0,0.1,1281
9,110/09/14,3373839,100787751,29.85,29.95,29.7,29.9,0.2,1351
8,110/09/13,1183170,35093421,29.75,29.8,29.5,29.7,-0.05,698
7,110/09/10,1522799,45110579,29.55,29.75,29.45,29.75,0.35,862
6,110/09/09,2177138,64137693,29.5,29.6,29.4,29.4,-0.25,1001
5,110/09/08,2904459,85801734,29.75,29.75,29.45,29.65,-0.1,1569
4,110/09/07,2294894,68182137,29.9,29.95,29.6,29.75,-0.15,1189
3,110/09/06,1852964,55421846,30.1,30.1,29.85,29.9,-0.15,1008
2,110/09/03,2141004,64274583,30.0,30.1,29.95,30.05,0.2,1097
1,110/09/02,1477938,44311047,30.1,30.2,29.85,29.85,-0.3,864
0,110/09/01,2180375,65712143,30.2,30.25,30.0,30.15,-0.05,1115
21,110/08/31,6567876,197558443,30.0,30.2,29.8,30.2,+0.20,2024
20,110/08/30,2365944,70669668,29.9,30.0,29.75,30.0,+0.10,1111
19,110/08/27,2080020,62138216,29.9,30.0,29.7,29.9,0.00,1036
18,110/08/26,2429376,72260212,30.0,30.0,29.6,29.9,-0.10,1251
17,110/08/25,3107152,92856983,29.9,30.0,29.75,30.0,+0.20,1361
16,110/08/24,4299583,127728444,29.55,29.8,29.4,29.8,+0.40,1894
15,110/08/23,3402994,99855475,29.0,29.45,28.9,29.4,+0.60,1308
14,110/08/20,5023617,144911615,28.85,29.0,28.75,28.8,-0.25,2287
13,110/08/19,5453591,157905211,29.3,29.3,28.85,29.05,-0.25,2382
12,110/08/18,5700357,165112996,29.05,29.3,28.8,29.3,+0.20,2923
11,110/08/17,4455525,129506907,29.15,29.25,29.0,29.1,0.00,2091
10,110/08/16,6880817,200561186,29.3,29.4,29.0,29.1,X0.00,3188
9,110/08/13,4234350,126724311,29.9,30.0,29.85,30.0,+0.10,1651
8,110/08/12,2619497,78443802,30.0,30.1,29.9,29.9,-0.05,1150
7,110/08/11,3436409,103150434,29.95,30.2,29.9,29.95,0.00,1254
6,110/08/10,3892188,116936761,30.2,30.25,29.9,29.95,-0.15,1820
5,110/08/09,2985063,89696601,30.05,30.25,29.85,30.1,-0.15,1548
4,110/08/06,1824523,55244937,30.45,30.5,30.2,30.25,-0.20,1079
3,110/08/05,2355670,71358749,30.3,30.45,30.15,30.45,+0.10,1006
2,110/08/04,1693370,51379521,30.25,30.45,30.2,30.35,-0.05,1009
1,110/08/03,2259261,68402019,30.15,30.4,30.15,30.4,+0.05,1124
0,110/08/02,2991032,90453937,30.2,30.35,30.05,30.35,0.00,1488
21,110/07/30,3135831,94739123,30.3,30.35,30.05,30.35,-0.05,1355
20,110/07/29,2528600,76248988,30.0,30.4,29.9,30.4,0.5,1233
19,110/07/28,5200464,155462340,30.15,30.35,29.8,29.9,-0.25,3075
18,110/07/27,3830793,115661913,30.4,30.4,30.0,30.15,-0.4,1750
17,110/07/26,6322846,193515267,31.1,31.1,30.25,30.55,-0.35,3044
16,110/07/23,10618040,325229231,30.1,30.9,30.1,30.9,0.8,4360
15,110/07/22,3392739,101861259,30.0,30.1,29.9,30.1,0.25,1392
14,110/07/21,3768645,112688827,30.0,30.1,29.75,29.85,-0.1,1721
13,110/07/20,4075939,122299494,30.1,30.15,29.85,29.95,-0.2,1660
12,110/07/19,4446717,133347528,29.9,30.15,29.8,30.15,0.25,2151
11,110/07/16,3948215,118138010,29.8,30.0,29.8,29.9,0.05,2303
10,110/07/15,2568732,76418795,29.8,29.85,29.65,29.85,0.15,1184
9,110/07/14,3205445,95140889,29.85,29.9,29.6,29.7,-0.1,1324
8,110/07/13,2512167,74788591,29.8,29.9,29.7,29.8,0.1,1240
7,110/07/12,2275947,67819638,29.95,29.95,29.7,29.7,-0.15,1179
6,110/07/09,4299205,127779679,29.85,29.9,29.6,29.85,-0.1,2230
5,110/07/08,3945416,117858813,29.95,30.0,29.8,29.95,0.05,2477
4,110/07/07,3848454,115002875,29.9,30.0,29.75,29.9,-0.05,2079
3,110/07/06,4828422,145054223,29.95,30.25,29.9,29.95,0.0,2168
2,110/07/05,3102915,92726989,29.8,30.0,29.7,29.95,0.15,1354
1,110/07/02,3061306,91174478,29.8,29.85,29.75,29.8,-0.1,1335
0,110/07/01,2885901,86088712,29.8,29.95,29.7,29.9,0.0,1448
20,110/06/30,3490819,104337872,29.95,29.95,29.8,29.9,-0.1,1814
19,110/06/29,4340933,129532381,30.0,30.0,29.6,30.0,-0.05,2527
18,110/06/28,3668957,109599774,30.0,30.05,29.7,30.05,0.0,1666
17,110/06/25,3567515,107068619,29.95,30.1,29.9,30.05,0.1,1566
16,110/06/24,3020125,90422538,30.0,30.0,29.85,29.95,-0.05,1393
15,110/06/23,5889646,176304227,29.9,30.0,29.75,30.0,0.3,2957
14,110/06/22,6982310,208534075,29.6,30.1,29.6,29.7,0.25,3157
13,110/06/21,6874630,202365898,29.05,29.8,29.05,29.45,0.45,3420
12,110/06/18,19029235,552876111,29.35,29.4,29.0,29.0,-0.4,4042
11,110/06/17,3646222,106871398,29.4,29.45,29.2,29.4,-0.15,1887
10,110/06/16,3033403,90044126,29.8,29.85,29.55,29.55,-0.2,1735
9,110/06/15,2982923,89022458,29.8,30.0,29.75,29.75,0.1,1484
8,110/06/11,2928704,86883656,29.55,29.8,29.45,29.65,0.25,1344
7,110/06/10,3289116,96757512,29.35,29.55,29.35,29.4,0.05,1515
6,110/06/09,2277514,66610992,29.15,29.35,29.15,29.35,0.2,1193
5,110/06/08,4623264,135233664,29.2,29.6,29.1,29.15,-0.05,2211
4,110/06/07,6038524,176905738,29.6,29.7,29.05,29.2,-0.8,3182
3,110/06/04,3060970,91640277,30.0,30.05,29.8,30.0,-0.15,1890
2,110/06/03,4064842,122317588,30.1,30.35,29.9,30.15,-0.05,2040
1,110/06/02,6203743,186440734,29.95,30.2,29.85,30.2,0.25,3975
0,110/06/01,5584271,166169942,29.45,29.95,29.4,29.95,0.5,3797
20,110/05/31,6460880,188732722,28.9,29.45,28.8,29.45,0.55,3519
19,110/05/28,6382062,184618110,29.15,29.15,28.65,28.9,-0.35,3266
18,110/05/27,11788217,340828366,28.2,29.25,28.05,29.25,1.0,2665
17,110/05/26,3417969,96386889,28.3,28.35,28.1,28.25,-0.05,1665
16,110/05/25,4154681,117551590,28.15,28.5,28.1,28.3,0.2,2054
15,110/05/24,3680420,103438711,28.0,28.25,28.0,28.1,0.0,2251
14,110/05/21,6351593,178451353,28.15,28.55,27.9,28.1,-0.05,3154
13,110/05/20,5298223,149051005,28.05,28.3,28.0,28.15,-0.35,2378
12,110/05/19,5348481,151624783,27.9,28.55,27.85,28.5,0.65,2268
11,110/05/18,9594273,265079508,27.1,27.95,27.1,27.85,0.85,4315
10,110/05/17,15071384,410752911,26.8,27.8,26.8,27.0,-1.85,6799
9,110/05/14,7222491,206523662,28.35,28.85,28.35,28.85,0.55,3368
8,110/05/13,13285430,375760730,28.4,28.8,27.5,28.3,-0.35,6046
7,110/05/12,20489827,595174435,29.6,29.95,28.2,28.65,-1.45,9485
6,110/05/11,11753824,358291207,31.0,31.05,30.05,30.1,-1.15,4783
5,110/05/10,6709514,207293578,31.15,31.3,31.0,31.25,0.25,2256
4,110/05/07,4682250,144443109,30.6,31.0,30.6,31.0,0.4,2422
3,110/05/06,5865136,178652138,30.5,30.65,30.35,30.6,0.05,2054
2,110/05/05,4039056,123082304,30.3,30.7,30.25,30.55,0.2,1586
1,110/05/04,9611502,292781686,30.8,30.9,30.2,30.35,-0.4,4102
0,110/05/03,9081414,280976093,31.3,31.35,30.75,30.75,-0.7,3533
18,110/04/29,6079169,190641071,31.35,31.45,31.25,31.45,0.05,2075
17,110/04/28,4567757,143209817,31.3,31.45,31.25,31.4,0.05,2107
16,110/04/27,5576769,174408407,31.35,31.35,31.2,31.35,0.0,2050
15,110/04/26,7375956,230316990,31.15,31.4,31.0,31.35,0.15,2685
14,110/04/23,6391841,198762826,31.25,31.3,31.0,31.2,-0.05,2116
13,110/04/22,10524956,329338114,31.5,31.5,31.0,31.25,-0.1,3942
12,110/04/21,7870801,247802078,31.55,31.65,31.35,31.35,-0.2,3745
11,110/04/20,12453268,391827596,31.25,31.55,31.2,31.55,0.3,5481
10,110/04/19,10449454,325316552,30.95,31.3,30.85,31.25,0.35,4240
9,110/04/16,4705465,144752731,30.65,30.9,30.65,30.9,0.3,2168
8,110/04/15,5953811,182187535,30.65,30.65,30.55,30.6,-0.05,2256
7,110/04/14,5175655,158652882,30.7,30.8,30.55,30.65,-0.05,2332
6,110/04/13,5565000,171143408,30.85,30.85,30.7,30.7,-0.15,2596
5,110/04/12,6856289,211037146,30.8,30.9,30.7,30.85,-0.05,2621
4,110/04/09,5708599,176383948,30.95,30.95,30.85,30.9,-0.1,2038
3,110/04/08,6636757,205572188,30.95,31.15,30.85,31.0,0.0,2574
2,110/04/07,3976292,122796416,30.85,31.0,30.8,31.0,0.15,1996
1,110/04/06,6040076,187276584,31.25,31.35,30.85,30.85,-0.25,3331
0,110/04/01,8000939,249434780,31.5,31.55,31.0,31.1,-0.35,3602
21,110/03/31,10190817,319242701,31.1,31.5,31.0,31.45,0.45,4344
20,110/03/30,6785078,209958928,30.9,31.05,30.85,31.0,0.15,2927
19,110/03/29,4655299,142977207,30.55,30.85,30.5,30.85,0.35,2052
18,110/03/26,4236134,129388974,30.6,30.65,30.45,30.5,-0.1,2100
17,110/03/25,4479406,136819284,30.6,30.65,30.45,30.6,-0.1,2288
16,110/03/24,6338988,193996055,30.65,30.7,30.45,30.7,0.15,1995
15,110/03/23,5590078,171271391,30.75,30.75,30.55,30.55,-0.2,2444
14,110/03/22,7579953,233508912,31.0,31.0,30.7,30.75,-0.45,3159
13,110/03/19,11611320,356918854,30.8,31.2,30.4,31.2,0.4,4046
12,110/03/18,8841326,273311996,31.0,31.0,30.8,30.8,0.3,3481
11,110/03/17,7004277,213957730,30.6,30.7,30.4,30.5,-0.15,3276
10,110/03/16,4873971,149443815,30.7,30.75,30.55,30.65,-0.05,2045
9,110/03/15,5238486,160727371,30.7,30.8,30.6,30.7,-0.1,2266
8,110/03/12,3751718,115351399,30.9,30.9,30.65,30.8,-0.05,1836
7,110/03/11,5865847,180794044,30.9,30.9,30.75,30.85,0.1,2170
6,110/03/10,4009405,123261795,30.9,30.9,30.6,30.75,0.0,1666
5,110/03/09,7113638,218820035,30.85,30.95,30.6,30.75,0.2,2033
4,110/03/08,4436578,136306905,30.9,30.95,30.55,30.55,-0.05,1869
3,110/03/05,6917703,211460816,30.15,30.8,30.15,30.6,0.2,2930
2,110/03/04,9871819,301616107,30.85,30.9,30.3,30.4,-0.6,3360
1,110/03/03,10309071,317985815,30.7,31.0,30.6,31.0,0.5,3556
0,110/03/02,8213610,251217993,30.55,30.8,30.4,30.5,0.35,3322
12,110/02/26,19266761,586309234,31.0,31.0,30.15,30.15,-0.85,5387
11,110/02/25,12407236,383692204,30.9,31.0,30.8,31.0,0.35,4634
10,110/02/24,8963353,275880878,30.8,31.0,30.55,30.65,-0.05,3910
9,110/02/23,10609346,323947164,30.05,30.7,30.05,30.7,0.65,4348
8,110/02/22,7465718,224778520,30.0,30.25,30.0,30.05,0.05,3030
7,110/02/19,5325849,158577576,29.8,30.0,29.6,30.0,0.15,2397
6,110/02/18,7693076,230461475,29.8,30.1,29.7,29.85,0.05,2878
5,110/02/17,8949836,264576372,29.4,29.85,29.2,29.8,0.4,4325
4,110/02/05,6972858,204416498,29.2,29.5,29.0,29.4,0.2,3491
3,110/02/04,5903007,171323817,28.95,29.2,28.85,29.2,0.1,3327
2,110/02/03,7060969,205548677,29.15,29.3,28.9,29.1,-0.05,2570
1,110/02/02,4473042,129326243,28.7,29.15,28.55,29.15,0.35,2694
0,110/02/01,4713793,135865589,28.8,28.9,28.7,28.8,-0.1,2770
19,110/01/29,13389616,388145196,29.0,29.15,28.9,28.9,-0.15,4037
18,110/01/28,6482252,188466310,29.2,29.25,28.9,29.05,-0.2,3453
17,110/01/27,7365901,216367362,29.25,29.65,29.2,29.25,0.05,3368
16,110/01/26,6422688,186755342,29.1,29.2,29.0,29.2,0.0,3294
15,110/01/25,6198405,179750700,29.0,29.25,28.8,29.2,0.05,3452
14,110/01/22,7958492,231696746,29.1,29.25,29.0,29.15,0.05,3402
13,110/01/21,7060857,206294207,29.05,29.45,29.05,29.1,0.05,4065
12,110/01/20,17838589,524446333,30.0,30.0,29.05,29.05,-0.95,10469
11,110/01/19,8648633,259236216,30.0,30.1,29.85,30.0,-0.05,3779
10,110/01/18,9699999,291156038,30.25,30.25,29.85,30.05,-0.25,4742
9,110/01/15,8265152,250920512,30.6,30.6,30.25,30.3,-0.3,3359
8,110/01/14,6831146,209224808,30.5,30.85,30.35,30.6,0.1,2788
7,110/01/13,10047326,306299449,30.65,30.65,30.4,30.5,-0.15,4233
6,110/01/12,10256764,313029628,30.7,30.8,30.4,30.65,-0.05,5284
5,110/01/11,8719287,267025394,30.7,30.8,30.5,30.7,0.0,2940
4,110/01/08,10257461,313377258,30.75,30.8,30.35,30.7,-0.05,4708
3,110/01/07,7219763,222004324,30.65,30.9,30.6,30.75,0.2,2662
2,110/01/06,11088426,338907243,30.75,30.85,30.35,30.55,-0.2,5127
1,110/01/05,6678916,205604831,31.1,31.1,30.7,30.75,-0.35,3511
0,110/01/04,10135638,316191358,31.7,31.7,31.1,31.1,-0.6,4230
22,109/12/31,9126748,288001090,31.45,31.8,31.25,31.7,0.3,3368
21,109/12/30,7001863,219031122,31.35,31.45,31.15,31.4,0.1,2532
20,109/12/29,5620712,176024387,31.5,31.55,31.2,31.3,0.0,2109
19,109/12/28,14180337,445062695,30.95,31.8,30.95,31.3,0.4,4677
18,109/12/25,4565442,140771092,30.8,30.95,30.75,30.9,0.15,1754
17,109/12/24,6258101,192530398,30.6,30.95,30.55,30.75,0.2,1898
16,109/12/23,10978873,332963293,30.5,30.6,30.15,30.55,0.05,3475
15,109/12/22,9588215,295543784,31.3,31.3,30.5,30.5,-0.7,3790
14,109/12/21,7993514,248660786,30.6,31.3,30.6,31.2,0.55,3777
13,109/12/18,7475634,229205476,30.7,30.75,30.6,30.65,-0.05,2059
12,109/12/17,3805354,116794523,30.75,30.8,30.6,30.7,0.0,1488
11,109/12/16,8091664,248847836,30.6,30.9,30.6,30.7,0.3,3420
10,109/12/15,9529009,291772186,30.75,30.9,30.4,30.4,-0.4,4585
9,109/12/14,6063136,187241678,30.75,31.0,30.75,30.8,0.05,1941
8,109/12/11,6764532,208261690,30.75,30.95,30.7,30.75,-0.05,2584
7,109/12/10,8314137,256162504,30.85,30.95,30.7,30.8,-0.05,3461
6,109/12/09,7514991,232076613,30.95,31.05,30.8,30.85,-0.1,2869
5,109/12/08,10025074,311003380,31.1,31.15,30.95,30.95,-0.3,5176
4,109/12/07,8056827,252140245,31.7,31.7,31.2,31.25,-0.35,3255
3,109/12/04,11333996,358389621,31.4,31.8,31.4,31.6,0.3,4074
2,109/12/03,8542202,267462661,31.1,31.45,31.0,31.3,0.25,3324
1,109/12/02,9183655,285232533,31.1,31.15,31.0,31.05,-0.05,2471
0,109/12/01,7331589,228210912,31.5,31.5,31.0,31.1,-0.35,2876
20,109/11/30,18127928,566703232,31.3,31.45,30.95,31.45,0.2,4374
19,109/11/27,5824731,181601531,31.25,31.3,31.1,31.25,0.05,2237
18,109/11/26,5741616,179174686,31.4,31.45,31.15,31.2,-0.1,2351
17,109/11/25,8012545,250768418,31.5,31.55,31.15,31.3,-0.05,3067
16,109/11/24,5727096,179534826,31.45,31.6,31.25,31.35,-0.05,2222
15,109/11/23,8023732,252186984,31.45,31.65,31.25,31.4,0.0,2656
14,109/11/20,8068807,252734147,31.5,31.5,31.15,31.4,-0.05,2934
13,109/11/19,6781525,214056747,31.8,31.8,31.35,31.45,-0.35,2359
12,109/11/18,7340270,233184822,31.55,31.9,31.55,31.8,0.25,2624
11,109/11/17,7028295,221532273,31.65,31.7,31.4,31.55,-0.1,2691
10,109/11/16,6967895,220404549,31.4,31.95,31.3,31.65,0.35,2800
9,109/11/13,4719978,147422654,31.4,31.45,31.1,31.3,-0.15,1523
8,109/11/12,6182259,194553094,31.9,31.9,31.35,31.45,-0.25,1690
7,109/11/11,8724256,276024265,31.75,31.85,31.4,31.7,0.1,3771
6,109/11/10,17389559,552420948,31.3,32.75,31.25,31.6,0.8,6949
5,109/11/09,5321344,163619113,30.5,30.85,30.3,30.8,0.5,1807
4,109/11/06,3682584,111488974,30.2,30.35,30.15,30.3,0.1,1378
3,109/11/05,5352671,162404687,30.35,30.65,30.1,30.2,0.0,2326
2,109/11/04,3501188,106033655,30.4,30.4,30.2,30.2,-0.1,1127
1,109/11/03,3737142,113457724,30.25,30.45,30.2,30.3,0.05,1514
0,109/11/02,2484467,75036586,30.2,30.25,30.15,30.25,0.0,1386
18,109/10/30,4487118,135213870,30.1,30.25,30.0,30.25,0.0,1724
17,109/10/29,3515574,106140353,30.35,30.35,30.05,30.25,-0.25,1971
16,109/10/28,3321871,101392491,30.75,30.8,30.4,30.5,-0.3,1804
15,109/10/27,4963160,152944566,30.85,30.95,30.7,30.8,-0.1,1490
14,109/10/26,3212525,99277275,30.55,31.05,30.55,30.9,0.4,1384
13,109/10/23,3775908,115414068,30.5,30.75,30.45,30.5,-0.1,1262
12,109/10/22,3255505,99511422,30.5,30.65,30.45,30.6,0.05,1278
11,109/10/21,3987215,121772141,30.55,30.7,30.4,30.55,0.0,1797
10,109/10/20,2729465,83372339,30.7,30.7,30.5,30.55,-0.15,1341
9,109/10/19,2477445,76119564,30.65,30.8,30.6,30.7,0.05,1158
8,109/10/16,3616360,111340765,30.75,31.0,30.65,30.65,-0.1,1837
7,109/10/15,3450992,106349441,31.15,31.2,30.7,30.75,-0.45,1709
6,109/10/14,3065983,95742862,30.85,31.45,30.85,31.2,0.35,1077
5,109/10/13,2722066,83936982,31.05,31.05,30.7,30.85,-0.25,1318
4,109/10/12,3610611,112216947,31.25,31.35,31.0,31.1,-0.15,1781
3,109/10/08,3941285,123147895,31.6,31.6,31.15,31.25,-0.2,1756
2,109/10/07,2280658,71789754,31.65,31.65,31.4,31.45,-0.15,1062
1,109/10/06,3279453,103803138,31.7,31.85,31.45,31.6,0.05,1552
0,109/10/05,3020347,95974242,31.8,32.0,31.55,31.55,-0.1,1480
21,109/09/30,3793407,120191684,31.6,31.8,31.6,31.65,0.25,1362
20,109/09/29,4275340,134465186,31.45,31.7,31.3,31.4,0.05,1283
19,109/09/28,3226137,101170561,30.95,31.8,30.95,31.35,0.6,1362
18,109/09/25,4674811,143424549,30.45,31.0,30.45,30.75,0.4,1994
17,109/09/24,10083842,309350506,31.4,31.55,30.3,30.35,-1.2,4950
16,109/09/23,3265148,103037553,31.65,31.75,31.5,31.55,-0.05,1656
15,109/09/22,3326351,105326900,31.85,31.85,31.55,31.6,-0.3,1708
14,109/09/21,3388918,108581954,32.0,32.25,31.9,31.9,-0.1,1395
13,109/09/18,6113589,194811760,31.85,32.0,31.7,32.0,0.0,2848
12,109/09/17,3286764,105269650,32.1,32.25,31.95,32.0,-0.15,1699
