,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
9,110/03/15,8110501,2397694951,295.0,298.5,291.5,296.0,4.0,6255
8,110/03/12,18302166,5434169257,296.0,303.5,289.5,292.0,-1.0,14479
7,110/03/11,14892621,4288811521,285.5,293.0,283.0,293.0,9.5,10832
6,110/03/10,20288168,5733783917,279.0,288.0,277.5,283.5,10.0,15380
5,110/03/09,21105451,5825788590,280.5,283.5,270.0,273.5,-6.0,16435
4,110/03/08,26263993,7722780831,301.0,306.5,279.0,279.5,-15.5,20238
3,110/03/05,30870525,8822518337,274.0,298.5,268.5,295.0,16.5,22674
2,110/03/04,14724903,4126663813,281.0,285.0,276.0,278.5,-2.0,11427
1,110/03/03,20265524,5697950826,293.5,297.0,272.5,280.5,-10.5,16263
0,110/03/02,16836078,5065122304,311.5,314.0,289.0,291.0,-8.0,13334
19,110/01/29,12522241,2952175665,241.0,243.5,226.0,226.0,-10.0,8754
18,110/01/28,18960046,4497593113,237.0,243.0,232.0,236.0,-12.0,13429
17,110/01/27,21660369,5263748426,239.0,250.0,232.0,248.0,10.0,15252
16,110/01/26,25014690,6068252984,235.0,250.0,232.0,238.0,4.5,17749
15,110/01/25,27965341,6754129614,253.5,258.0,229.0,233.5,-20.0,18940
14,110/01/22,19773843,4811137042,229.0,253.5,226.0,253.5,23.0,12835
13,110/01/21,16534257,3737032486,218.5,231.5,217.0,230.5,14.0,11007
12,110/01/20,8899765,1950579134,222.5,224.5,214.5,216.5,-4.5,6062
11,110/01/19,7522810,1678815941,225.0,227.0,219.5,221.0,-2.0,5544
10,110/01/18,7092825,1561200621,218.0,223.5,216.0,223.0,4.0,4831
9,110/01/15,11246217,2476124428,221.0,224.0,217.5,219.0,-5.0,7148
8,110/01/14,12295943,2725523869,216.5,226.0,216.0,224.0,4.0,8254
7,110/01/13,18324788,4117175914,226.5,234.0,220.0,220.0,-2.0,13087
6,110/01/12,18786953,4117301834,219.0,224.0,213.5,222.0,1.0,12245
5,110/01/11,15548640,3391868562,216.0,222.5,214.0,221.0,5.0,10454
4,110/01/08,13626065,2912883013,213.5,217.5,210.5,216.0,3.5,9030
3,110/01/07,24378995,5198624763,209.5,218.5,207.0,212.5,7.0,17046
2,110/01/06,26855950,5630785238,209.0,215.5,203.0,205.5,-3.5,17977
1,110/01/05,40286183,8363316909,207.5,216.5,197.0,209.0,9.0,26697
0,110/01/04,21125468,4093182019,186.0,200.0,185.0,200.0,18.0,12622
22,109/12/31,14116033,2570307475,179.0,184.5,178.0,182.0,4.0,9516
21,109/12/30,16856149,2996137946,175.0,180.0,175.0,178.0,3.0,10112
20,109/12/29,11335320,1979169493,173.0,177.0,172.0,175.0,1.5,6874
19,109/12/28,9969632,1709355256,168.5,174.0,168.5,173.5,5.0,6740
18,109/12/25,10335095,1757406375,172.5,174.5,168.0,168.5,-3.0,7503
17,109/12/24,9063879,1574197178,177.0,177.0,171.5,171.5,-5.0,6175
16,109/12/23,16769103,2945333890,170.0,179.0,169.5,176.5,6.5,10163
15,109/12/22,11360206,1957967020,174.0,174.0,170.0,170.0,-7.0,7500
14,109/12/21,14119183,2418680590,172.5,177.0,167.0,177.0,4.0,8195
13,109/12/18,16902703,2937716734,175.5,177.0,171.5,173.0,-3.5,10021
12,109/12/17,25084589,4467809254,177.5,183.5,173.0,176.5,0.0,15785
11,109/12/16,20118974,3593727649,179.0,182.5,175.0,176.5,2.0,12585
10,109/12/15,25325071,4509282399,184.0,186.0,172.0,174.5,-11.5,16733
9,109/12/14,28425652,5169748257,173.5,186.5,173.5,186.0,12.5,18577
8,109/12/11,55895828,10304187165,181.0,194.5,173.5,173.5,-4.5,33862
7,109/12/10,9164455,1618786673,174.5,180.0,173.0,178.0,1.0,5980
6,109/12/09,13400933,2383326120,181.0,182.5,175.5,177.0,-3.0,8848
5,109/12/08,18672461,3310585467,172.5,181.5,171.0,180.0,7.5,11698
4,109/12/07,15775364,2754932151,171.0,178.5,171.0,172.5,3.0,10339
3,109/12/04,16173662,2765817591,170.5,175.0,168.0,169.5,-2.5,10608
2,109/12/03,24257190,4147260115,177.5,178.0,166.5,172.0,-5.5,14758
1,109/12/02,17858683,3182325565,175.0,181.5,174.5,177.5,2.5,11760
0,109/12/01,21992606,3874942491,181.0,182.0,173.0,175.0,-6.0,14135
20,109/11/30,45295050,8097072833,172.5,185.5,171.5,181.0,10.0,28697
19,109/11/27,50449094,8587434061,170.0,175.5,165.5,171.0,6.0,31055
18,109/11/26,27171758,4327761071,151.0,165.0,151.0,165.0,15.0,15110
17,109/11/25,41681268,6406825950,155.0,158.0,149.0,150.0,-2.5,22838
16,109/11/24,38270495,5705081179,141.5,152.5,141.5,152.5,13.5,20542
15,109/11/23,17539144,2468451584,140.5,144.0,138.5,139.0,1.0,9835
14,109/11/20,8918596,1220707264,136.5,138.5,135.0,138.0,1.5,5558
13,109/11/19,12721620,1747548980,139.0,139.5,136.0,136.5,-4.0,7163
12,109/11/18,14630643,2063445972,143.0,144.0,139.5,140.5,-3.5,8919
11,109/11/17,36962525,5250171773,136.0,147.0,135.0,144.0,9.5,22011
10,109/11/16,11120015,1503634449,136.5,137.5,133.5,134.5,1.0,6867
9,109/11/13,15864021,2102254891,134.5,135.0,130.0,133.5,0.5,8983
8,109/11/12,13799171,1819818737,132.0,134.0,129.0,133.0,3.0,7597
7,109/11/11,25557040,3377155796,131.5,135.5,130.0,130.0,-1.0,14577
6,109/11/10,33577526,4360613378,128.0,131.5,127.5,131.0,5.5,18212
5,109/11/09,13961710,1779507506,129.0,130.5,125.5,125.5,-1.0,8302
4,109/11/06,19571157,2519657754,128.0,131.0,125.5,126.5,-1.0,11044
3,109/11/05,22769500,2880656067,125.5,128.5,123.0,127.5,2.0,12537
2,109/11/04,45756860,5685049561,120.0,129.0,118.0,125.5,7.5,24596
1,109/11/03,8934365,1050771715,117.5,119.0,115.5,118.0,1.5,5284
0,109/11/02,11545543,1329990739,115.0,117.5,112.5,116.5,1.0,6884
18,109/10/30,17099222,1960132609,113.0,115.5,113.0,115.5,1.0,8808
17,109/10/29,40601638,4514556610,107.5,115.5,105.0,114.5,3.5,22061
16,109/10/28,33328054,3785534789,118.0,118.5,110.5,111.0,-10.0,19406
15,109/10/27,10732743,1271842292,118.0,121.0,117.0,121.0,2.0,6659
14,109/10/26,7473581,892589130,121.0,122.0,118.5,119.0,-2.0,5028
13,109/10/23,14811524,1784774689,122.5,123.5,119.0,121.0,-0.5,8588
12,109/10/22,17993704,2200199888,125.5,125.5,120.0,121.5,-4.0,11102
11,109/10/21,23902875,3084160558,132.5,134.5,125.0,125.5,-4.5,15347
10,109/10/20,10935173,1396667990,127.0,130.0,125.0,130.0,3.5,6475
9,109/10/19,17310133,2219510821,126.0,130.5,125.5,126.5,2.0,10019
8,109/10/16,11361844,1445294500,128.5,130.0,123.0,124.5,-3.5,7007
7,109/10/15,19867609,2552940952,127.0,131.5,126.0,128.0,0.5,11861
6,109/10/14,14645577,1851975563,123.5,128.5,121.5,127.5,4.5,8426
5,109/10/13,6666648,820504523,125.0,125.5,121.5,123.0,-1.5,3827
4,109/10/12,13168424,1654677500,127.5,129.0,123.0,124.5,-2.5,7429
3,109/10/08,27169434,3426632827,122.5,128.5,122.0,127.0,5.5,15674
2,109/10/07,10205470,1232461810,120.0,122.0,119.0,121.5,0.0,5460
1,109/10/06,13474970,1637822340,121.0,123.0,119.5,121.5,2.0,7132
0,109/10/05,15380934,1825619609,118.0,120.5,116.5,119.5,1.5,7820
21,109/09/30,17185546,2009322244,116.5,119.0,114.0,118.0,2.0,9135
20,109/09/29,23641769,2795986473,122.0,123.5,115.0,116.0,-4.5,13250
19,109/09/28,28280017,3373626545,116.0,123.5,114.0,120.5,7.5,14715
18,109/09/25,29889104,3510525291,121.5,123.0,112.0,113.0,-6.5,15732
17,109/09/24,24520419,2983101982,125.0,126.0,119.0,119.5,-8.5,14053
16,109/09/23,10446182,1333015296,128.5,129.5,126.5,128.0,1.0,5697
15,109/09/22,21995931,2833676168,130.5,132.5,126.0,127.0,-3.0,12030
14,109/09/21,14357721,1906854730,135.0,136.5,130.0,130.0,-4.5,8514
13,109/09/18,11779309,1582221054,135.0,135.5,133.0,134.5,-1.5,6667
12,109/09/17,25699520,3467109220,133.5,137.0,132.5,136.0,3.0,14861
11,109/09/16,31465473,4198379909,132.5,135.5,131.0,133.0,3.5,18278
10,109/09/15,35790162,4693194973,127.0,135.5,125.5,129.5,4.0,20206
9,109/09/14,13483632,1691145632,124.5,127.5,122.5,125.5,2.5,7798
8,109/09/11,22392229,2770908277,124.5,127.0,121.0,123.0,-3.0,12796
7,109/09/10,22650943,2911749261,133.5,134.5,125.0,126.0,-6.0,13723
6,109/09/09,20347700,2592668744,126.0,132.5,123.0,132.0,4.0,11826
5,109/09/08,26107843,3408035090,128.5,134.0,127.5,128.0,1.5,15491
4,109/09/07,34407063,4537290021,138.0,140.0,125.5,126.5,-10.0,19412
3,109/09/04,32135304,4398770952,134.0,140.0,132.0,136.5,-1.5,18771
2,109/09/03,40791871,5615514198,134.5,141.5,133.0,138.0,7.0,24078
1,109/09/02,42920817,5676049247,133.5,136.0,128.0,131.0,-1.5,23998
0,109/09/01,41592250,5283730116,121.0,132.5,117.0,132.5,12.0,22242
20,109/08/31,19527618,2398020076,125.0,126.5,120.0,120.5,-2.5,10334
19,109/08/28,22447238,2803530122,129.0,130.0,122.5,123.0,-6.0,13250
18,109/08/27,14920403,1953463677,132.5,134.0,129.0,129.0,-2.0,7917
17,109/08/26,19499958,2552242914,129.5,133.5,128.5,131.0,2.0,11239
16,109/08/25,35308770,4597614100,132.0,134.5,126.0,129.0,-3.0,19837
15,109/08/24,38473093,5103812055,139.5,140.5,127.5,132.0,-8.5,21523
