,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
15,110/12/22,1375244,1495307005,1095.0,1095.0,1080.0,1085.0,-5.0,2013
14,110/12/21,4476757,4870044535,1110.0,1110.0,1070.0,1090.0,35.0,4346
13,110/12/20,3333615,3542886278,1070.0,1075.0,1055.0,1055.0,-20.0,4037
12,110/12/17,5577386,6023588920,1075.0,1095.0,1070.0,1075.0,-15.0,3918
11,110/12/16,3900955,4225763480,1085.0,1090.0,1075.0,1090.0,30.0,4787
10,110/12/15,3025297,3198202205,1065.0,1075.0,1045.0,1060.0,-10.0,3773
9,110/12/14,4197956,4460718232,1070.0,1075.0,1050.0,1070.0,-5.0,4462
8,110/12/13,3450664,3727203182,1070.0,1095.0,1070.0,1075.0,0.0,3128
7,110/12/10,3190902,3427647240,1075.0,1085.0,1065.0,1075.0,-10.0,3086
6,110/12/09,3406357,3694621690,1095.0,1100.0,1075.0,1085.0,-10.0,3118
5,110/12/08,7553331,8258621655,1085.0,1110.0,1080.0,1095.0,30.0,8057
4,110/12/07,6286966,6686549430,1060.0,1080.0,1050.0,1065.0,-20.0,5528
3,110/12/06,4650774,4964134180,1060.0,1085.0,1040.0,1085.0,25.0,4749
2,110/12/03,4782312,5131333230,1080.0,1090.0,1055.0,1060.0,-20.0,5456
1,110/12/02,7194120,7706808715,1045.0,1085.0,1040.0,1080.0,15.0,7241
0,110/12/01,6547926,6884259525,1020.0,1070.0,1010.0,1065.0,55.0,7857
21,110/11/30,8407302,8600026375,1050.0,1060.0,1010.0,1010.0,-20.0,6129
20,110/11/29,3878731,3933345002,998.0,1030.0,991.0,1030.0,25.0,5937
19,110/11/26,4570424,4593923765,1020.0,1025.0,996.0,1005.0,-30.0,8783
18,110/11/25,3042360,3150355090,1045.0,1055.0,1020.0,1035.0,-5.0,4431
17,110/11/24,4303829,4467249200,1045.0,1060.0,1025.0,1040.0,-15.0,6877
16,110/11/23,6209563,6604229951,1070.0,1090.0,1050.0,1055.0,-25.0,7474
15,110/11/22,5357065,5840128695,1100.0,1110.0,1080.0,1080.0,-10.0,5522
14,110/11/19,10562661,11498116635,1115.0,1120.0,1060.0,1090.0,5.0,10365
13,110/11/18,13199272,14235901080,1060.0,1100.0,1050.0,1085.0,55.0,15124
12,110/11/17,7313793,7639038614,1060.0,1075.0,1020.0,1030.0,-5.0,8746
11,110/11/16,5968762,6144548995,1025.0,1045.0,1010.0,1035.0,10.0,8160
10,110/11/15,11863385,12113913220,1010.0,1035.0,1000.0,1025.0,42.0,19824
9,110/11/12,4506624,4410740653,964.0,988.0,956.0,983.0,29.0,7089
