,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
18,110/12/27,13520841,499996682,36.15,37.3,36.15,37.2,1.15,6256
17,110/12/24,2274616,81918898,36.0,36.15,35.9,36.05,0.25,1175
16,110/12/23,2777374,99818066,35.95,36.2,35.8,35.8,-0.1,1357
15,110/12/22,2743263,98385464,35.65,36.05,35.6,35.9,0.3,1355
14,110/12/21,3454289,123083034,35.5,35.9,35.3,35.6,0.1,1949
13,110/12/20,5890643,210050792,36.0,36.1,35.45,35.5,-0.65,3062
12,110/12/17,6442712,231507879,35.45,36.15,35.4,36.15,0.6,2729
11,110/12/16,3775988,134516287,35.75,36.05,35.5,35.55,-0.15,1990
10,110/12/15,3946385,140896168,35.8,36.0,35.6,35.7,-0.15,2146
9,110/12/14,7293701,262195201,36.0,36.2,35.5,35.85,-0.25,3802
8,110/12/13,6254045,226149757,36.5,36.5,35.9,36.1,0.25,2831
7,110/12/10,10640983,381791150,36.5,36.5,35.65,35.85,-0.7,5309
6,110/12/09,22372332,811231253,35.2,37.0,35.2,36.55,1.35,10798
5,110/12/08,8964296,313748530,34.85,35.3,34.65,35.2,0.7,3697
4,110/12/07,4929257,170176973,34.75,34.75,34.35,34.5,-0.35,2726
3,110/12/06,5087782,176366791,34.0,35.05,33.95,34.85,0.8,2826
2,110/12/03,2591819,88491871,34.1,34.35,34.05,34.05,-0.05,1565
1,110/12/02,3167636,107164301,33.65,34.1,33.55,34.1,0.45,1870
0,110/12/01,6774172,227695337,33.6,34.0,33.45,33.65,0.15,3454
21,110/11/30,11679193,393607842,34.05,34.25,33.5,33.5,-0.5,4040
20,110/11/29,5031261,171535273,34.2,34.25,33.9,34.0,-0.4,2621
19,110/11/26,4748338,163783674,34.9,34.9,34.35,34.4,-0.5,2558
18,110/11/25,3489803,122185066,35.25,35.25,34.9,34.9,-0.2,1969
17,110/11/24,4793293,167639688,34.7,35.25,34.6,35.1,0.6,2676
16,110/11/23,3433858,118881560,34.8,34.9,34.5,34.5,-0.3,1690
15,110/11/22,3799416,131495220,34.4,34.85,34.3,34.8,0.5,1923
14,110/11/19,4294501,147811998,34.5,34.8,34.3,34.3,-0.2,2346
13,110/11/18,4471687,154264606,34.75,34.75,34.35,34.5,0.05,2207
12,110/11/17,3756208,129684394,34.75,34.75,34.45,34.45,-0.3,2208
11,110/11/16,3837521,133472297,35.05,35.05,34.65,34.75,-0.3,1924
10,110/11/15,4604199,160412810,34.5,35.05,34.5,35.05,0.6,2218
9,110/11/12,4166287,143353197,34.55,34.6,34.25,34.45,0.15,2572
8,110/11/11,5987911,205959281,34.8,34.8,34.3,34.3,-0.5,3168
7,110/11/10,4292615,149784267,35.3,35.3,34.7,34.8,-0.4,2318
6,110/11/09,5320237,186476658,34.8,35.3,34.7,35.2,0.4,2822
5,110/11/08,5739150,198505122,34.25,34.8,34.25,34.8,0.65,2658
4,110/11/05,4399421,150089793,34.3,34.35,34.0,34.15,-0.2,2279
3,110/11/04,3590814,123641044,34.6,34.65,34.3,34.35,-0.15,1925
2,110/11/03,2789986,96103796,34.5,34.55,34.35,34.5,0.0,1767
1,110/11/02,5042853,174571098,34.5,35.0,34.3,34.5,0.05,2423
0,110/11/01,3119551,107296215,34.2,34.75,34.15,34.45,0.35,1579
19,110/10/29,6064233,208004496,34.75,34.8,34.1,34.1,-0.65,3163
18,110/10/28,2560503,88937482,34.5,34.95,34.5,34.75,0.2,1415
17,110/10/27,5128760,177969101,34.95,35.05,34.5,34.55,-0.65,2980
16,110/10/26,4664686,164116262,35.2,35.35,35.0,35.2,0.05,2462
15,110/10/25,2925966,102154208,34.85,35.2,34.5,35.15,0.3,1404
14,110/10/22,2545635,89069905,35.2,35.25,34.75,34.85,-0.35,1337
13,110/10/21,5527260,195069056,34.95,35.6,34.95,35.2,0.35,2608
12,110/10/20,2514169,87832170,34.95,35.1,34.8,34.85,-0.05,1220
11,110/10/19,3339716,116479987,35.15,35.2,34.75,34.9,0.0,2025
10,110/10/18,3225419,112827198,34.85,35.15,34.75,34.9,0.05,1850
9,110/10/15,4056611,140308328,34.5,34.85,34.15,34.85,0.75,2281
8,110/10/14,2357826,80416875,34.2,34.3,33.95,34.1,0.25,1364
7,110/10/13,5135741,174531094,34.0,34.5,33.8,33.85,-0.1,2394
6,110/10/12,4983023,169049582,34.0,34.15,33.65,33.95,-0.45,2227
5,110/10/08,3667313,126644896,34.75,34.85,34.3,34.4,-0.5,2599
4,110/10/07,4339584,150545879,34.1,34.9,34.1,34.9,0.8,2741
3,110/10/06,6452413,220089654,34.6,34.6,33.9,34.1,-0.1,3346
2,110/10/05,5982227,204681371,34.6,34.6,33.9,34.2,-0.45,3440
1,110/10/04,4807383,167650060,35.35,35.35,34.6,34.65,-0.35,2210
0,110/10/01,10684092,374084021,35.35,35.4,34.9,35.0,-0.5,4433
19,110/09/30,6780887,240750939,35.3,35.75,35.15,35.5,0.25,3793
18,110/09/29,10591714,373733624,35.5,35.55,35.2,35.25,-0.65,5105
17,110/09/28,4597062,165095658,36.25,36.25,35.7,35.9,-0.3,2267
16,110/09/27,5349638,193338827,35.9,36.4,35.8,36.2,0.6,2263
15,110/09/24,6915265,247987259,35.95,36.3,35.6,35.6,0.0,2863
14,110/09/23,4859081,173381170,35.8,36.05,35.45,35.6,0.2,2243
13,110/09/22,8720416,309271975,35.95,35.95,35.2,35.4,-0.75,4653
12,110/09/17,7174089,260863857,36.4,36.8,36.15,36.15,-0.25,2579
11,110/09/16,6336342,231899232,37.15,37.25,36.3,36.4,-0.6,3282
10,110/09/15,9478790,352040668,37.5,37.55,36.75,37.0,-0.35,4719
9,110/09/14,7864705,291976222,36.65,37.5,36.65,37.35,0.85,4473
8,110/09/13,4106654,149041019,36.25,36.6,36.0,36.5,0.25,2522
7,110/09/10,3482134,126076709,36.05,36.5,36.0,36.25,0.0,2254
6,110/09/09,9276371,332991732,35.25,36.4,35.1,36.25,0.45,4444
5,110/09/08,12020800,432265291,36.7,36.7,35.8,35.8,-0.85,6417
4,110/09/07,3716225,136509504,36.95,37.05,36.6,36.65,-0.25,1959
3,110/09/06,3009230,111287571,37.15,37.2,36.85,36.9,-0.15,1338
2,110/09/03,4518184,167203652,37.05,37.2,36.75,37.05,0.25,2302
1,110/09/02,4636046,171449708,37.05,37.3,36.75,36.8,-0.25,2384
0,110/09/01,4035415,149603479,37.0,37.4,36.9,37.05,-0.2,2774
21,110/08/31,8398311,310119125,36.9,37.25,36.7,37.25,+0.20,3620
20,110/08/30,8403219,309932740,37.25,37.25,36.7,37.05,X0.00,4286
19,110/08/27,5435110,206677620,37.5,38.2,37.5,38.15,+0.65,2530
18,110/08/26,8361231,314228584,38.0,38.05,37.45,37.5,-0.45,4028
17,110/08/25,6405924,242073271,37.65,38.2,37.55,37.95,+0.35,3336
16,110/08/24,6774033,255556350,38.3,38.4,37.5,37.6,-0.45,3764
15,110/08/23,4634813,176091021,37.9,38.15,37.75,38.05,+0.50,2216
14,110/08/20,6499107,245512912,37.8,38.25,37.55,37.55,-0.05,3735
13,110/08/19,11651852,443233665,38.5,39.8,37.5,37.6,-0.20,6099
12,110/08/18,17393870,649197002,38.1,38.1,36.75,37.8,-0.60,9803
11,110/08/17,7872407,304225222,39.25,39.3,38.4,38.4,-0.75,4826
10,110/08/16,7818679,308367277,40.1,40.15,39.0,39.15,-1.15,4726
9,110/08/13,4883946,197274930,40.55,40.65,40.1,40.3,-0.35,3002
8,110/08/12,9270509,377207746,41.55,41.55,40.3,40.65,-1.15,5945
7,110/08/11,4174431,174033044,41.75,42.1,41.45,41.8,+0.15,3176
6,110/08/10,5660482,236351915,42.55,42.75,41.5,41.65,-0.85,3227
5,110/08/09,4092621,174177253,42.9,42.9,42.2,42.5,-0.60,2736
4,110/08/06,3624884,156658614,43.5,43.6,43.1,43.1,-0.50,2299
3,110/08/05,2619510,114299410,43.7,43.95,43.5,43.6,-0.15,1715
2,110/08/04,3016173,131808187,43.9,44.25,43.5,43.75,-0.15,2018
1,110/08/03,3000094,131052199,43.65,43.95,43.3,43.9,-0.30,1696
0,110/08/02,3269900,142964954,43.25,44.2,43.2,44.2,+1.10,1898
21,110/07/30,5038128,218111124,43.7,44.05,43.1,43.1,-0.95,2954
20,110/07/29,1763471,77427478,43.6,44.1,43.55,44.05,0.45,831
19,110/07/28,4384103,191836147,44.35,44.75,43.5,43.6,-0.75,3022
18,110/07/27,1858272,82626729,44.3,44.75,44.25,44.35,0.05,1175
17,110/07/26,2216071,98485925,44.35,44.8,44.2,44.3,-0.15,1400
16,110/07/23,2427992,108483506,44.1,45.0,44.1,44.45,0.4,1341
15,110/07/22,2751077,121633825,44.0,44.4,44.0,44.05,0.25,1546
14,110/07/21,3725786,163180416,44.1,44.15,43.5,43.8,-0.05,2183
13,110/07/20,5619661,247432288,44.65,44.65,43.8,43.85,-1.15,2929
12,110/07/19,6610079,294264666,44.7,45.05,43.85,45.0,-0.15,2745
11,110/07/16,2950051,132354611,44.2,45.25,44.2,45.15,0.85,1823
10,110/07/15,3930833,174206941,43.95,44.8,43.7,44.3,0.45,1891
9,110/07/14,6927626,304870532,44.65,44.85,43.6,43.85,-0.7,3145
8,110/07/13,5190146,233402787,45.2,45.55,44.35,44.55,-0.25,2443
7,110/07/12,3757029,167976768,44.8,45.05,44.45,44.8,0.1,1555
6,110/07/09,6771708,301270457,44.7,45.0,44.3,44.7,-0.45,3067
5,110/07/08,6562427,295563992,45.25,45.75,44.8,45.15,0.15,2264
4,110/07/07,4434648,200359008,45.5,45.6,44.95,45.0,-0.7,2528
3,110/07/06,2772068,126802994,46.1,46.4,45.5,45.7,-0.3,1748
2,110/07/05,3579572,164181107,45.5,46.35,45.5,46.0,0.55,1894
1,110/07/02,6272131,286365382,46.05,46.15,45.35,45.45,-0.85,3366
0,110/07/01,3879011,180414950,46.4,47.2,46.05,46.3,-0.45,2016
20,110/06/30,3546573,165438064,46.6,46.8,46.1,46.75,0.15,1837
19,110/06/29,4698326,218441855,47.0,47.15,46.1,46.6,-0.4,2771
18,110/06/28,4940535,232435200,47.8,47.8,46.7,47.0,-0.35,2282
17,110/06/25,7704285,366672292,47.55,48.0,46.8,47.35,-0.1,3784
16,110/06/24,13013161,613161589,46.7,47.8,45.95,47.45,1.45,5954
15,110/06/23,8091445,369924013,45.4,46.2,45.05,46.0,1.05,3895
14,110/06/22,4953751,222575887,44.7,45.4,44.6,44.95,0.65,2377
