,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
18,110/12/27,4486970,308771125,68.6,69.0,68.4,69.0,0.3,2660
17,110/12/24,3046893,209244248,68.5,68.8,68.5,68.7,0.0,1604
16,110/12/23,4035906,276830575,68.5,68.7,68.2,68.7,0.2,3758
15,110/12/22,3026671,207545669,68.8,68.8,68.4,68.5,-0.2,1723
14,110/12/21,5348168,366754095,68.3,68.8,68.1,68.7,0.2,2978
13,110/12/20,5404858,368841146,68.2,68.5,67.8,68.5,0.3,3456
12,110/12/17,6435671,438154824,67.9,68.3,67.6,68.2,0.3,2859
11,110/12/16,3565563,241912278,68.0,68.0,67.6,67.9,0.2,1948
10,110/12/15,3220793,217326446,67.5,67.7,67.1,67.7,0.2,1830
9,110/12/14,3579948,241528329,67.3,67.7,67.1,67.5,0.1,2724
8,110/12/13,3758198,254249466,68.4,68.4,67.4,67.4,-0.5,2541
7,110/12/10,2978647,202555526,68.0,68.5,67.7,67.9,-0.1,1991
6,110/12/09,5658989,383466931,67.3,68.0,67.2,68.0,0.9,3309
5,110/12/08,5342062,358242714,67.0,67.4,66.7,67.1,0.3,2992
4,110/12/07,4462722,298245985,67.0,67.1,66.6,66.8,-0.1,2370
3,110/12/06,5828179,388631870,66.4,67.0,66.1,66.9,0.5,3636
2,110/12/03,5673215,377237889,66.5,66.8,66.1,66.4,0.0,3059
1,110/12/02,7632574,507374560,66.7,67.1,66.2,66.4,-0.5,5133
0,110/12/01,4660256,311333080,66.5,67.2,66.4,66.9,0.3,3244
21,110/11/30,11333399,757209618,66.9,67.4,66.6,66.6,-0.4,4232
20,110/11/29,4987751,333812187,66.7,67.2,66.6,67.0,-0.3,2928
19,110/11/26,4178977,281907408,67.5,67.9,67.3,67.3,-0.5,2618
18,110/11/25,5400421,366620260,68.1,68.2,67.6,67.8,-0.3,2627
17,110/11/24,3445792,235012214,68.5,68.6,68.0,68.1,-0.2,2886
16,110/11/23,3966475,271181789,68.6,68.6,68.1,68.3,0.1,3130
15,110/11/22,4195987,286860482,68.2,68.7,68.0,68.2,0.1,2638
14,110/11/19,3629879,247183567,68.4,68.6,68.0,68.1,-0.2,2365
13,110/11/18,4327073,295505458,68.1,68.6,68.1,68.3,0.3,2609
12,110/11/17,6384435,435998107,68.7,69.2,68.0,68.0,-0.4,3902
11,110/11/16,4946961,337726777,68.0,68.5,68.0,68.4,0.4,3524
10,110/11/15,5541690,376921976,68.0,68.6,67.8,68.0,0.3,3987
9,110/11/12,9574257,643769014,67.5,67.7,66.8,67.7,-0.2,6001
8,110/11/11,5781523,391923490,68.3,68.3,67.6,67.9,-0.5,4223
7,110/11/10,4867787,333332269,68.9,68.9,68.2,68.4,-0.6,2839
6,110/11/09,4342327,297596277,68.5,69.0,68.1,69.0,0.5,2770
5,110/11/08,5583099,381703976,69.3,69.5,68.0,68.5,-0.5,3500
4,110/11/05,4960908,340582179,69.1,69.2,68.3,69.0,-0.3,3414
3,110/11/04,3892570,269688223,69.8,69.8,69.0,69.3,-0.2,2957
2,110/11/03,7688947,534662457,69.9,70.0,69.1,69.5,0.2,5277
1,110/11/02,25664571,1792689768,69.1,70.9,69.0,69.3,1.2,13810
0,110/11/01,4143094,280734055,68.1,68.1,67.4,68.1,0.1,2338
19,110/10/29,4583827,310988000,68.0,68.1,67.6,68.0,0.1,1987
18,110/10/28,2571456,174305963,67.7,68.0,67.5,67.9,0.2,1751
17,110/10/27,3098465,209364061,67.6,68.0,67.3,67.7,-0.2,2417
16,110/10/26,4224274,285788608,67.4,67.9,67.1,67.9,0.8,2594
15,110/10/25,2587604,173812124,67.1,67.4,67.1,67.1,-0.3,1766
14,110/10/22,4377005,294639772,67.7,67.8,67.1,67.4,0.0,2326
13,110/10/21,7208692,487017725,68.0,68.2,67.4,67.4,-0.4,3362
12,110/10/20,5187375,353050008,68.1,68.5,67.8,67.8,-0.1,3568
11,110/10/19,5602335,380711515,68.0,68.2,67.7,67.9,0.1,3319
10,110/10/18,4589475,311359217,67.9,68.1,67.5,67.8,0.1,3228
9,110/10/15,3905858,263940494,67.5,67.8,67.2,67.7,0.3,2322
8,110/10/14,3843399,260279456,68.1,68.1,67.4,67.4,-0.4,2275
7,110/10/13,5770209,391104571,67.9,68.0,67.5,67.8,0.1,3527
6,110/10/12,8544819,576905346,66.8,67.9,66.6,67.7,0.9,4659
5,110/10/08,2794209,187188124,67.0,67.3,66.8,66.8,0.0,1768
4,110/10/07,5484042,367763869,67.0,67.4,66.7,66.8,0.3,3079
3,110/10/06,4958644,328252043,66.6,66.8,65.8,66.5,0.1,3152
2,110/10/05,4337107,286643392,65.9,66.5,65.6,66.4,0.3,2704
1,110/10/04,5196879,345238106,66.3,67.0,66.1,66.1,0.1,3141
0,110/10/01,6002392,396358865,66.4,66.6,65.7,66.0,-1.0,2988
19,110/09/30,4784189,318317150,65.9,67.0,65.6,67.0,1.2,2427
18,110/09/29,5195979,341144747,65.7,66.0,65.4,65.8,-0.7,3316
17,110/09/28,3746484,249742610,66.8,67.0,66.3,66.5,-0.7,2522
16,110/09/27,5271265,354304888,67.5,67.6,66.8,67.2,0.1,3078
15,110/09/24,10823879,728150789,66.6,67.8,66.6,67.1,1.0,5962
14,110/09/23,6528487,430555593,65.9,66.4,65.3,66.1,0.5,3699
13,110/09/22,7070436,459153386,64.2,65.6,64.1,65.6,0.9,3875
12,110/09/17,7205073,467472163,65.0,65.4,64.7,64.7,-0.2,2319
11,110/09/16,2053053,133168164,64.9,65.3,64.6,64.9,0.3,1447
10,110/09/15,3062253,198209459,64.5,65.0,64.5,64.6,0.1,1690
9,110/09/14,2579662,167113579,65.2,65.2,64.5,64.5,-0.7,2011
8,110/09/13,2996441,194191183,65.0,65.2,64.4,65.2,0.2,2178
7,110/09/10,2278061,147248495,64.3,65.0,64.1,65.0,0.8,1472
