,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
20,110/07/29,17312917,459435955,26.5,26.6,26.4,26.6,0.1,6451
19,110/07/28,20402762,538977024,26.5,26.55,26.25,26.5,0.0,7318
18,110/07/27,14965329,396606058,26.55,26.55,26.45,26.5,0.0,4455
17,110/07/26,19980575,530622741,26.5,26.65,26.5,26.5,-0.1,6806
16,110/07/23,21442532,568785984,26.45,26.6,26.4,26.6,0.15,5439
15,110/07/22,22720215,599568462,26.2,26.45,26.2,26.45,0.1,5458
14,110/07/21,18269694,481152873,26.4,26.4,26.25,26.35,-0.05,8160
13,110/07/20,23004753,607085552,26.3,26.5,26.25,26.4,0.0,6396
12,110/07/19,18734650,493672832,26.45,26.45,26.25,26.4,-0.1,5555
11,110/07/16,25363917,669518820,26.3,26.5,26.2,26.5,0.15,7708
10,110/07/15,12942926,341002031,26.35,26.4,26.3,26.35,0.05,4531
9,110/07/14,22445478,589190355,26.1,26.3,26.1,26.3,0.05,6606
8,110/07/13,24660326,647446751,26.3,26.3,26.15,26.25,0.0,6445
7,110/07/12,19401826,509785788,26.2,26.35,26.2,26.25,0.05,6823
6,110/07/09,20221823,527495649,26.05,26.2,26.0,26.2,0.0,6353
5,110/07/08,17925245,468552330,26.15,26.25,26.05,26.2,0.05,5878
4,110/07/07,14518870,379076808,26.15,26.15,26.05,26.15,0.0,4952
3,110/07/06,11974489,312895762,26.1,26.2,26.05,26.15,0.1,4821
2,110/07/05,16623409,432732707,26.0,26.1,25.95,26.05,0.05,5818
1,110/07/02,13079198,340016327,26.0,26.1,25.95,26.0,0.0,4903
0,110/07/01,32492382,846369205,26.2,26.25,26.0,26.0,-0.3,6419
20,110/06/30,17606833,462146256,26.15,26.3,26.1,26.3,0.15,5584
19,110/06/29,19837748,518153492,26.25,26.25,26.0,26.15,-0.1,7090
18,110/06/28,14154363,371383809,26.2,26.3,26.2,26.25,0.1,5626
17,110/06/25,17844127,465941856,26.0,26.2,25.95,26.15,0.2,6558
16,110/06/24,11568933,300004034,25.95,26.0,25.8,25.95,0.05,4935
15,110/06/23,16260178,418506940,25.5,25.9,25.45,25.9,0.5,6795
14,110/06/22,12706638,323646192,25.55,25.6,25.4,25.4,-0.05,5091
13,110/06/21,21205361,539362955,25.4,25.65,25.35,25.45,-0.05,9362
12,110/06/18,33312565,850505908,25.6,25.65,25.5,25.5,-0.15,8571
11,110/06/17,17688179,452347615,25.5,25.65,25.45,25.65,0.05,5002
10,110/06/16,21972265,564061107,25.65,25.75,25.6,25.6,-0.15,10212
9,110/06/15,10851520,279066967,25.8,25.8,25.65,25.75,-0.05,5139
8,110/06/11,10570561,272829964,25.85,25.9,25.75,25.8,-0.05,4012
7,110/06/10,9588441,247360320,25.7,25.9,25.7,25.85,0.15,3616
6,110/06/09,11417059,294086769,25.85,25.9,25.7,25.7,-0.25,4431
5,110/06/08,11431413,295222836,25.95,25.95,25.7,25.95,0.05,4864
4,110/06/07,10578787,273239818,25.9,25.95,25.7,25.9,-0.05,5002
3,110/06/04,9682020,250611712,25.85,25.95,25.8,25.95,0.0,3828
2,110/06/03,13634925,353480759,26.0,26.0,25.85,25.95,-0.05,5133
1,110/06/02,18157799,470880792,25.9,26.1,25.8,26.0,0.1,7863
0,110/06/01,13190506,338972261,25.6,25.9,25.55,25.9,0.35,5062
20,110/05/31,18433060,470628368,25.45,25.65,25.4,25.55,0.15,6350
19,110/05/28,21571085,547676602,25.4,25.5,25.3,25.4,0.1,6814
18,110/05/27,44889490,1137269731,25.4,25.55,25.3,25.3,-0.25,7246
17,110/05/26,12343295,314836092,25.4,25.6,25.35,25.55,0.15,4598
16,110/05/25,18807439,478030242,25.25,25.5,25.25,25.4,0.15,6071
15,110/05/24,14045788,355177386,25.25,25.35,25.2,25.25,-0.2,6470
14,110/05/21,15564764,395516563,25.35,25.6,25.25,25.45,0.2,5600
13,110/05/20,18084571,456437253,25.4,25.4,25.15,25.25,-0.15,7359
12,110/05/19,13332256,339778055,25.5,25.65,25.4,25.4,-0.2,6783
11,110/05/18,25885268,658881148,25.0,25.7,25.0,25.6,0.65,7992
10,110/05/17,56344941,1402968573,24.6,25.25,24.6,24.95,-0.6,21518
9,110/05/14,22736569,579696915,25.4,25.7,25.35,25.55,0.2,8622
8,110/05/13,46888337,1184090121,25.2,25.6,24.7,25.35,-0.05,16122
7,110/05/12,106514882,2707694030,26.1,26.25,24.4,25.4,-0.85,37517
6,110/05/11,34848264,921244876,26.6,26.7,26.05,26.25,-0.55,13008
5,110/05/10,27287362,727799731,26.65,26.85,26.5,26.8,0.15,7934
4,110/05/07,16351543,434722344,26.65,26.75,26.5,26.65,0.05,6306
3,110/05/06,17610228,467062788,26.35,26.65,26.35,26.6,0.3,6464
2,110/05/05,24002002,629707881,26.15,26.45,26.0,26.3,0.05,7554
1,110/05/04,53175631,1394411539,26.5,26.6,25.8,26.25,-0.35,19309
0,110/05/03,29110256,776916022,26.9,26.9,26.6,26.6,-0.35,12153
18,110/04/29,25587519,687264866,26.8,26.95,26.8,26.95,0.0,7755
17,110/04/28,15263941,410504078,26.95,27.0,26.85,26.95,-0.05,5766
16,110/04/27,16675126,448607139,26.95,27.0,26.8,27.0,0.0,6975
15,110/04/26,21971915,591575181,26.8,27.0,26.75,27.0,0.2,9211
14,110/04/23,26124182,696769377,26.8,26.85,26.55,26.8,-0.05,10130
13,110/04/22,36321382,976502990,27.0,27.05,26.75,26.85,-0.15,15273
12,110/04/21,22413044,606054478,27.05,27.1,27.0,27.0,-0.2,8749
11,110/04/20,20354135,552458026,27.25,27.3,27.05,27.2,-0.05,8494
10,110/04/19,31308548,848462585,27.0,27.25,26.95,27.25,0.3,12448
9,110/04/16,33183698,890776927,26.95,26.95,26.75,26.95,0.05,10001
8,110/04/15,43767879,1172206914,26.45,26.9,26.4,26.9,0.55,15122
7,110/04/14,47506629,1250050259,26.3,26.35,26.2,26.35,0.1,8534
6,110/04/13,36634094,961544688,26.2,26.3,26.15,26.25,0.05,7880
5,110/04/12,32186140,841372958,26.1,26.2,26.05,26.2,0.05,8901
4,110/04/09,18812918,492396261,26.2,26.3,26.15,26.15,-0.05,6262
3,110/04/08,18986348,496004567,26.15,26.2,26.05,26.2,0.05,6469
2,110/04/07,13452436,351560150,26.1,26.2,26.1,26.15,0.05,6018
1,110/04/06,16386308,427886622,26.15,26.2,26.05,26.1,0.0,6831
0,110/04/01,14449540,376744057,26.1,26.15,26.0,26.1,0.0,5677
21,110/03/31,26195351,683880117,26.2,26.2,26.05,26.1,-0.1,7702
20,110/03/30,25583034,668444781,26.2,26.25,26.05,26.2,0.0,7921
19,110/03/29,23547348,616903704,26.25,26.3,26.15,26.2,0.0,9207
18,110/03/26,21423950,559407393,26.05,26.2,26.05,26.2,0.15,7108
17,110/03/25,20935049,544866602,25.9,26.1,25.9,26.05,0.05,6863
16,110/03/24,16001260,407321646,25.85,26.0,25.85,26.0,0.1,5235
15,110/03/23,22000804,571201322,25.95,26.05,25.85,25.9,-0.05,7309
14,110/03/22,23085147,598713866,26.0,26.1,25.8,25.95,-0.1,8647
13,110/03/19,40589320,1054556673,26.05,26.1,25.9,26.05,-0.05,11564
12,110/03/18,22897821,597486033,26.05,26.2,26.05,26.1,0.1,6430
11,110/03/17,21454141,559873419,26.2,26.2,26.0,26.0,-0.2,9817
10,110/03/16,26388178,690383507,26.15,26.2,26.1,26.2,0.1,8834
9,110/03/15,24989230,649886572,25.95,26.1,25.85,26.1,0.15,8996
8,110/03/12,18753133,485130778,25.95,25.95,25.75,25.95,0.05,6659
7,110/03/11,31354802,816261290,26.1,26.2,25.9,25.9,-0.1,12268
6,110/03/10,41284489,1072264207,25.95,26.2,25.85,26.0,0.3,13981
5,110/03/09,43139151,1102648432,25.35,25.7,25.3,25.7,0.55,12959
4,110/03/08,24666864,622157967,25.15,25.4,25.1,25.15,0.1,6876
3,110/03/05,21036152,527736036,25.0,25.25,24.9,25.05,-0.05,5962
2,110/03/04,30942364,775735059,25.25,25.3,25.0,25.1,-0.15,9345
1,110/03/03,28465257,718875365,25.2,25.4,25.2,25.25,0.1,7159
0,110/03/02,31449241,795795966,25.35,25.55,25.1,25.15,-0.1,9394
12,110/02/26,57664763,1457989996,25.55,25.55,25.15,25.25,-0.5,14441
11,110/02/25,34610507,885569285,25.45,25.75,25.4,25.75,0.4,12077
10,110/02/24,29255591,742892258,25.3,25.5,25.3,25.35,0.1,8803
9,110/02/23,32917232,825953327,24.85,25.3,24.85,25.25,0.4,10159
8,110/02/22,22038743,548634948,24.85,25.0,24.8,24.85,-0.05,9465
7,110/02/19,18651204,462857355,24.9,24.95,24.7,24.9,0.0,7429
6,110/02/18,21586782,538024875,24.75,25.0,24.75,24.9,0.2,8495
5,110/02/17,49352560,1216665923,24.2,24.9,24.2,24.7,0.6,16060
4,110/02/05,18957194,456171729,24.0,24.15,23.95,24.1,0.1,6284
3,110/02/04,22615642,542650482,23.9,24.15,23.8,24.0,0.05,6280
2,110/02/03,25884840,621373725,24.1,24.15,23.95,23.95,-0.15,9711
1,110/02/02,21886667,526479928,23.9,24.2,23.7,24.1,0.2,8573
0,110/02/01,23119446,550746982,23.6,24.0,23.6,23.9,0.3,10820
19,110/01/29,69232314,1648526423,24.0,24.0,23.6,23.6,-0.4,31639
18,110/01/28,42698950,1025841959,24.0,24.15,24.0,24.0,-0.2,19378
17,110/01/27,28467331,690305873,24.2,24.5,24.15,24.2,0.1,8167
16,110/01/26,34318745,828430132,24.15,24.3,24.0,24.1,-0.15,15751
15,110/01/25,31340611,758910608,24.2,24.3,24.1,24.25,-0.05,13624
14,110/01/22,38229449,930250637,24.5,24.55,24.3,24.3,-0.2,18496
13,110/01/21,32511887,798218679,24.55,24.7,24.5,24.5,-0.05,15520
12,110/01/20,48730505,1202257818,24.85,24.85,24.55,24.55,-0.35,25129
11,110/01/19,20416582,508179941,24.9,24.95,24.85,24.9,0.0,9140
10,110/01/18,28940742,720509563,25.0,25.0,24.8,24.9,-0.1,11748
9,110/01/15,25517860,640196411,25.15,25.2,25.0,25.0,-0.2,11927
8,110/01/14,23007257,580195019,25.3,25.4,25.1,25.2,-0.1,7252
7,110/01/13,19992522,506238490,25.3,25.45,25.2,25.3,0.0,5672
6,110/01/12,17652000,446403895,25.35,25.45,25.2,25.3,-0.2,6313
5,110/01/11,19095096,485453894,25.45,25.5,25.35,25.5,0.0,7223
4,110/01/08,32716367,826713139,25.15,25.5,25.1,25.5,0.3,10506
3,110/01/07,21383819,538809633,25.2,25.25,25.15,25.2,0.0,6806
2,110/01/06,24403830,614426509,25.15,25.3,25.1,25.2,-0.1,10519
1,110/01/05,16559816,418177979,25.3,25.35,25.15,25.3,-0.05,6312
0,110/01/04,20070012,509340219,25.45,25.5,25.2,25.35,-0.2,6559
22,109/12/31,20982433,535539158,25.8,25.8,25.4,25.55,-0.15,6559
21,109/12/30,32980202,836912017,25.05,25.7,25.0,25.7,0.7,12049
20,109/12/29,13939645,347925636,24.95,25.0,24.9,25.0,0.05,5388
19,109/12/28,14644865,365312458,25.0,25.0,24.9,24.95,-0.05,6907
18,109/12/25,12207172,305184585,25.0,25.1,24.95,25.0,0.05,4313
17,109/12/24,11167565,279174879,25.0,25.05,24.95,24.95,0.0,4071
16,109/12/23,13219828,330472271,24.95,25.1,24.9,24.95,-0.05,5241
15,109/12/22,13414181,337144252,25.2,25.2,25.0,25.0,-0.3,6326
14,109/12/21,12699351,320066427,25.15,25.3,25.05,25.3,0.15,5033
13,109/12/18,17144286,432675062,25.3,25.35,25.15,25.15,-0.15,5539
12,109/12/17,17435709,440935373,25.25,25.4,25.15,25.3,0.05,5183
11,109/12/16,18533805,466279816,24.85,25.25,24.85,25.25,0.4,9192
10,109/12/15,28910375,719521537,25.0,25.0,24.85,24.85,-0.15,12926
9,109/12/14,23072934,577524207,25.1,25.2,25.0,25.0,-0.1,9067
8,109/12/11,22697694,569835882,25.05,25.25,25.0,25.1,0.1,6968
7,109/12/10,16993028,425885221,25.1,25.2,25.0,25.0,-0.1,6772
6,109/12/09,23915882,598944023,25.0,25.1,25.0,25.1,0.05,8521
5,109/12/08,38357813,958164760,25.0,25.05,24.9,25.05,-0.1,14979
4,109/12/07,23657670,596683523,25.4,25.45,25.15,25.15,-0.25,10432
3,109/12/04,22289893,564544520,25.3,25.4,25.25,25.4,0.15,7598
2,109/12/03,15011005,378902646,25.25,25.3,25.15,25.25,-0.05,5882
1,109/12/02,31041818,782172102,25.2,25.3,25.1,25.3,0.0,9671
0,109/12/01,24075696,607043848,25.2,25.3,25.15,25.3,0.15,8994
20,109/11/30,55661358,1404524867,25.45,25.5,25.15,25.15,-0.3,12289
19,109/11/27,20582185,523550917,25.5,25.55,25.4,25.45,-0.1,8588
18,109/11/26,14084956,358833339,25.4,25.6,25.4,25.55,0.15,5688
17,109/11/25,29833837,761670647,25.65,25.7,25.4,25.4,-0.35,13424
16,109/11/24,18499054,474667302,25.65,25.75,25.5,25.75,0.15,6861
15,109/11/23,22455084,573907141,25.35,25.65,25.35,25.6,0.25,7228
14,109/11/20,39712488,1008072351,25.6,25.6,25.25,25.35,-0.3,18327
13,109/11/19,37793725,965451413,25.6,25.75,25.4,25.65,-0.2,14311
12,109/11/18,39011164,1008948974,25.95,26.0,25.75,25.85,-0.25,13155
11,109/11/17,19659683,511434686,26.05,26.1,25.9,26.1,-0.05,6791
10,109/11/16,25234257,659322782,26.2,26.25,26.0,26.15,0.05,8306
9,109/11/13,19225418,500061262,26.1,26.15,25.9,26.1,-0.05,7724
8,109/11/12,27766378,726337524,26.5,26.55,26.0,26.15,-0.35,9837
7,109/11/11,72869757,1917180887,25.9,26.5,25.9,26.5,0.7,21112
6,109/11/10,29268237,753033936,25.55,25.9,25.5,25.8,0.35,10471
5,109/11/09,29960647,760242802,25.4,25.5,25.2,25.45,0.15,8595
4,109/11/06,20476586,515818372,25.1,25.3,25.05,25.3,0.25,8312
3,109/11/05,19676419,491711159,24.95,25.05,24.9,25.05,0.2,8763
2,109/11/04,17195897,428407274,24.95,25.05,24.8,24.85,-0.05,9965
1,109/11/03,14661835,363151877,24.75,24.9,24.65,24.9,0.3,6164
0,109/11/02,15082424,367573318,24.25,24.6,24.25,24.6,0.3,7928
18,109/10/30,34453208,836477799,24.3,24.4,24.2,24.3,-0.05,14370
17,109/10/29,34456111,841364784,24.5,24.55,24.3,24.35,-0.35,18081
16,109/10/28,16616356,410016956,24.75,24.8,24.6,24.7,-0.05,10243
15,109/10/27,21658138,536187555,24.85,24.85,24.7,24.75,-0.2,8853
14,109/10/26,23003468,573232091,24.7,25.15,24.7,24.95,0.2,8690
13,109/10/23,19680123,486990466,24.8,24.95,24.6,24.75,-0.05,6922
12,109/10/22,23095664,568765105,24.5,24.8,24.5,24.8,0.3,7280
11,109/10/21,29166370,716286633,24.7,24.7,24.5,24.5,-0.2,11033
10,109/10/20,25194021,619789416,24.75,24.75,24.5,24.7,-0.05,9588
9,109/10/19,27666884,687289285,24.9,25.0,24.75,24.75,-0.15,12468
8,109/10/16,25715482,641053250,25.0,25.0,24.85,24.9,-0.15,11938
7,109/10/15,26186231,654388388,25.1,25.15,24.9,25.05,-0.1,10795
6,109/10/14,21753545,546811731,25.2,25.25,25.1,25.15,0.0,6724
5,109/10/13,15807293,397615475,25.3,25.35,25.05,25.15,-0.2,5814
4,109/10/12,24892438,627630602,25.3,25.4,25.05,25.35,0.0,8776
3,109/10/08,25363772,642997291,25.5,25.5,25.3,25.35,-0.25,10810
2,109/10/07,12241976,314026194,25.7,25.75,25.6,25.6,-0.15,3974
1,109/10/06,15992497,411360536,25.6,25.9,25.55,25.75,0.3,6322
0,109/10/05,25252287,643745831,25.6,25.7,25.4,25.45,-0.15,8190
21,109/09/30,13900450,357798377,25.9,25.95,25.6,25.6,-0.2,4635
20,109/09/29,18180518,469915825,26.0,26.05,25.75,25.8,-0.1,5165
19,109/09/28,19470325,501631050,25.5,25.95,25.5,25.9,0.6,7265
18,109/09/25,28548300,723566507,24.95,25.6,24.95,25.3,0.4,11004
17,109/09/24,61358023,1532652325,25.35,25.35,24.85,24.9,-0.65,28166
16,109/09/23,25717346,657083784,25.6,25.7,25.5,25.55,-0.05,10780
15,109/09/22,42150665,1082048499,26.0,26.0,25.55,25.6,-0.45,19595
14,109/09/21,31513736,823559126,26.35,26.35,26.05,26.05,-0.35,16308
13,109/09/18,27518131,727994856,26.6,26.6,26.4,26.4,-0.2,7995
12,109/09/17,14329521,380278465,26.6,26.6,26.5,26.6,-0.1,7094
11,109/09/16,11359170,302570884,26.6,26.7,26.55,26.7,0.1,5117
10,109/09/15,11409723,303113667,26.55,26.6,26.5,26.6,0.0,4664
9,109/09/14,11325177,300994673,26.65,26.7,26.5,26.6,-0.1,4929
8,109/09/11,10483649,279071054,26.6,26.7,26.55,26.7,0.0,4130
7,109/09/10,11871196,316021821,26.7,26.7,26.5,26.7,0.1,4801
6,109/09/09,28792201,759950807,26.45,26.6,26.25,26.6,0.0,12561
5,109/09/08,18613286,494600564,26.5,26.65,26.5,26.6,-0.1,7364
4,109/09/07,23499144,625393760,26.6,26.75,26.5,26.7,0.05,9917
3,109/09/04,27029939,721511417,26.7,26.75,26.65,26.65,-0.2,11906
2,109/09/03,21015836,563792041,26.95,26.95,26.7,26.85,-0.05,9583
1,109/09/02,40801682,1097165914,27.1,27.1,26.8,26.9,-0.3,16842
0,109/09/01,27728920,751481894,27.2,27.2,27.0,27.2,0.0,7782
20,109/08/31,24950479,677958888,27.2,27.3,27.05,27.2,0.0,5980
19,109/08/28,16491894,448206197,27.2,27.3,27.1,27.2,0.0,6013
18,109/08/27,16157577,439693168,27.35,27.35,27.15,27.2,-0.15,8163
17,109/08/26,19990672,546008955,27.4,27.4,27.25,27.35,0.1,7972
16,109/08/25,12105725,330181147,27.1,27.45,27.05,27.25,0.2,4238
15,109/08/24,14087653,382310292,27.35,27.35,27.05,27.05,-0.35,5375
14,109/08/21,18715944,510810896,27.2,27.4,27.1,27.4,0.35,6859
13,109/08/20,41883219,1135852658,27.55,27.75,26.85,27.05,-0.5,14859
12,109/08/19,30519885,846902400,27.7,28.0,27.55,27.55,0.05,10619
11,109/08/18,24208531,660179621,27.2,27.5,27.1,27.5,0.4,6931
10,109/08/17,19473791,525938855,26.95,27.1,26.85,27.1,0.15,5598
9,109/08/14,13286141,357398676,27.0,27.05,26.85,26.95,-0.05,4789
8,109/08/13,11752254,316990561,27.05,27.05,26.9,27.0,0.15,4071
7,109/08/12,14236132,382172764,26.9,26.95,26.8,26.85,0.0,5529
6,109/08/11,16075013,432551551,26.85,27.0,26.8,26.85,0.0,5821
5,109/08/10,19010908,510948191,26.9,27.0,26.85,26.85,-0.05,7958
4,109/08/07,12218243,329274847,27.0,27.0,26.9,26.9,-0.1,5213
3,109/08/06,20867403,562226437,26.95,27.05,26.85,27.0,0.1,8790
2,109/08/05,24939833,671934174,27.1,27.1,26.9,26.9,-0.2,11942
1,109/08/04,22852491,617150407,26.85,27.1,26.85,27.1,0.3,7316
0,109/08/03,37018760,995133270,27.05,27.05,26.8,26.8,-0.3,14958
22,109/07/31,22824083,619339412,27.25,27.25,27.1,27.1,-0.15,5881
21,109/07/30,29492793,798841948,27.4,27.45,27.0,27.25,+0.05,9434
20,109/07/29,52638393,1438057479,26.95,27.75,26.95,27.2,+0.25,18495
19,109/07/28,169799702,4517007388,26.45,27.0,26.2,26.95,X0.00,49016
18,109/07/27,85414355,2472398045,29.0,29.05,28.85,28.95,0.00,18095
17,109/07/24,52919766,1532790914,29.0,29.05,28.9,28.95,-0.15,11758
