Unnamed: 0,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,111/05/23,44833416,2719804356,61.9,62.0,60.2,60.5,-1.3,25291
0,111/05/20,19875300,1231058497,61.9,62.2,61.7,61.8,0.2,9853
0,111/05/19,32358161,1997904045,62.0,62.2,61.6,61.6,-2.1,19332
0,111/05/18,36009806,2274467632,61.9,64.1,61.9,63.7,2.1,17538
0,111/05/17,41461934,2562451431,62.5,63.0,61.5,61.6,-0.8,19589
0,111/05/16,50418265,3138152618,63.6,63.6,61.4,62.4,-1.1,23283
0,111/05/13,47729057,3019203389,63.4,64.0,62.7,63.5,0.2,18355
0,111/05/12,50027403,3214767647,65.2,65.3,63.2,63.3,-2.9,31071
0,111/05/11,30775815,2036809145,66.8,66.8,65.9,66.2,-0.9,18427
0,111/05/10,51871559,3463348155,66.6,67.5,66.1,67.1,-0.7,29744
0,111/05/09,51009684,3504526255,70.3,70.4,67.6,67.8,-3.5,36278
0,111/05/06,64939195,4613520393,72.0,72.1,70.6,71.3,-3.2,34342
0,111/05/05,18399546,1373387627,75.4,75.4,74.2,74.5,-0.1,10587
0,111/05/04,11729386,871258107,74.0,74.8,73.7,74.6,0.9,4486
0,111/05/03,12943889,955786135,74.3,74.3,73.4,73.7,-0.7,8437
0,111/04/29,14205054,1054071587,73.9,74.8,73.6,74.4,1.0,5965
0,111/04/28,16863000,1233920627,73.5,73.8,72.7,73.4,0.2,9191
0,111/04/27,19825846,1459184854,74.0,74.2,73.2,73.2,-1.9,14037
0,111/04/26,13260239,992933575,74.8,75.1,74.5,75.1,0.3,7097
0,111/04/25,24128904,1793336163,74.8,74.8,73.9,74.8,-1.1,11297
0,111/04/22,20370723,1525309839,73.8,75.9,73.7,75.9,1.3,10408
0,111/04/21,15608310,1160358161,74.8,74.8,74.0,74.6,-0.3,8020
0,111/04/20,17130391,1272502847,73.8,74.9,73.7,74.9,1.4,7702
0,111/04/19,14059728,1038454472,74.1,74.6,73.5,73.5,-0.4,7515
0,111/04/18,21222608,1571427355,74.6,74.8,73.5,73.9,-1.2,10944
0,111/04/15,8946005,672986065,75.2,75.8,75.0,75.1,-0.5,5817
0,111/04/14,10138722,768522108,76.7,76.7,75.6,75.6,-0.8,8245
0,111/04/13,10001100,762893093,76.4,76.6,75.7,76.4,0.6,4578
0,111/04/12,16887409,1280596908,76.3,76.4,75.5,75.8,-0.7,7729
0,111/04/11,15469752,1180189744,76.5,77.1,75.3,76.5,0.2,8365
0,111/04/08,13632068,1037028214,76.1,76.6,75.8,76.3,0.3,7622
0,111/04/07,28123540,2157214469,77.2,77.5,75.8,76.0,-1.5,14663
0,111/04/06,18985111,1462574780,76.4,77.5,76.3,77.5,0.4,10503
0,111/04/01,21135929,1623534539,76.0,77.1,75.8,77.1,0.6,8760
0,111/03/31,16165032,1236456376,76.1,76.8,75.9,76.5,0.4,6804
0,111/03/30,20255595,1537694922,75.5,76.3,75.4,76.1,0.9,9469
0,111/03/29,11981037,902216611,75.2,75.7,75.1,75.2,0.1,6779
0,111/03/28,14573495,1091177015,74.7,75.4,74.5,75.1,0.1,10247
0,111/03/25,11598756,870926099,75.1,75.5,75.0,75.0,-0.5,7322
0,111/03/24,20323484,1527354195,75.8,75.8,74.6,75.5,-0.4,12409
