Unnamed: 0,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,111/05/27,22108627,585411325,26.4,26.55,26.25,26.55,0.3,6071
0,111/05/26,21429511,562986241,26.5,26.5,26.15,26.25,-0.1,5002
0,111/05/25,18159808,477754017,26.45,26.45,26.1,26.35,-0.15,5936
0,111/05/24,25517252,675104187,26.15,26.6,26.15,26.5,0.25,5558
0,111/05/23,36788220,967929110,26.25,26.6,25.85,26.25,0.05,6832
0,111/05/20,25053236,652423003,26.0,26.25,25.7,26.2,0.4,5203
0,111/05/19,25175493,649559447,25.65,25.95,25.5,25.8,-0.55,6815
0,111/05/18,31135859,812763883,25.5,26.45,25.45,26.35,0.85,9589
0,111/05/17,13263735,339409316,25.8,25.8,25.4,25.5,-0.2,5253
0,111/05/16,18748593,479194267,25.8,25.9,25.3,25.7,0.1,6760
0,111/05/13,17192391,440799436,25.65,25.95,25.35,25.6,0.1,5168
0,111/05/12,25105506,645421844,26.05,26.1,25.45,25.5,-0.85,11917
0,111/05/11,17344595,455782405,26.2,26.4,26.1,26.35,0.0,5118
0,111/05/10,23678304,620458026,25.85,26.5,25.65,26.35,0.25,6895
0,111/05/09,22506056,590303992,26.45,26.55,26.0,26.1,-0.75,9729
0,111/05/06,19983978,534473338,26.75,27.0,26.5,26.85,-0.25,8046
0,111/05/05,16439498,447363812,27.6,27.6,27.05,27.1,-0.3,9328
0,111/05/04,9948011,273018374,27.5,27.6,27.35,27.4,-0.1,5132
0,111/05/03,7268268,200281146,27.7,27.7,27.5,27.5,-0.3,4438
0,111/04/29,10059268,279024492,27.6,27.95,27.55,27.8,0.2,3830
0,111/04/28,20407282,560861469,27.65,27.75,27.25,27.6,-0.05,7022
0,111/04/27,14891211,413006755,27.75,27.95,27.6,27.65,-0.35,7415
0,111/04/26,17937859,502034525,27.65,28.35,27.6,28.0,0.4,6157
0,111/04/25,18675938,515027881,27.5,27.75,27.4,27.6,-0.35,7653
0,111/04/22,16788813,466011457,27.4,28.0,27.35,27.95,0.25,5793
0,111/04/21,14212425,395039344,28.1,28.15,27.6,27.7,-0.4,6505
0,111/04/20,17298734,480874204,27.75,28.1,27.45,28.1,0.35,6747
0,111/04/19,13418879,374259074,27.9,28.2,27.75,27.75,-0.05,6010
0,111/04/18,26869512,744768293,28.2,28.2,27.25,27.8,-0.6,13322
0,111/04/15,18243271,519450402,28.3,28.8,28.1,28.4,-0.2,6968
0,111/04/14,28115459,812558653,29.5,29.5,28.6,28.6,-0.95,15201
0,111/04/13,18215088,537034009,29.5,29.75,29.25,29.55,-0.05,6886
0,111/04/12,16144756,476382307,29.35,29.65,29.25,29.6,-0.05,6369
0,111/04/11,24748008,734743558,29.5,30.0,29.35,29.65,0.15,10675
0,111/04/08,17336695,507936049,29.15,29.5,29.0,29.5,0.4,6247
0,111/04/07,37198891,1097965404,29.75,29.9,29.1,29.1,-0.65,18712
0,111/04/06,37625846,1098907298,28.5,29.75,28.45,29.75,1.25,14130
0,111/04/01,14232898,404661514,28.3,28.6,28.1,28.5,0.05,5001
0,111/03/31,25459957,723801884,28.0,28.6,27.95,28.45,0.45,8207
0,111/03/30,20836464,581545538,27.75,28.0,27.65,28.0,0.35,7076
0,111/03/29,8934924,247526730,27.7,27.9,27.6,27.65,-0.15,4320
0,111/03/28,12862551,355609606,27.5,27.8,27.45,27.8,0.05,5959
0,111/03/25,17633322,487707844,27.6,27.75,27.55,27.75,0.15,5900
0,111/03/24,13152952,361959002,27.4,27.6,27.35,27.6,0.1,5361
0,111/03/23,18669887,511842247,27.25,27.5,27.25,27.5,0.3,6787
0,111/03/22,16063151,433360290,26.95,27.2,26.75,27.2,0.2,4973
0,111/03/21,14911159,403277288,27.05,27.2,26.9,27.0,0.0,5173
0,111/03/18,40321998,1085193526,26.65,27.2,26.6,27.0,0.45,8972
0,111/03/17,24878245,660803170,26.6,26.85,26.35,26.55,0.25,7001
0,111/03/16,20448773,534382476,26.0,26.3,25.9,26.3,0.4,6113
0,111/03/15,13712792,353945294,25.85,25.9,25.7,25.9,-0.05,4776
0,111/03/14,12593314,324888653,25.55,25.95,25.5,25.95,0.35,4064
0,111/03/11,10292944,263212817,25.6,25.7,25.5,25.6,-0.15,6905
0,111/03/10,16037904,410198465,25.25,25.8,25.25,25.75,0.65,6953
0,111/03/09,17789960,447964917,25.1,25.5,25.1,25.1,0.05,8178
0,111/03/08,27977121,702457121,24.9,25.3,24.9,25.05,-0.45,14259
0,111/03/07,33537622,851412814,25.6,25.65,25.2,25.5,-0.5,13502
0,111/03/04,11398308,295211232,25.85,26.0,25.6,26.0,-0.25,5320
0,111/03/03,9122500,239069426,26.2,26.35,26.1,26.25,0.0,4243
0,111/03/02,11798560,308249247,26.1,26.25,25.9,26.25,0.15,4338
0,111/03/01,20301203,526194645,25.35,26.15,25.35,26.1,0.4,6532
0,111/02/25,36879782,944901620,25.8,25.8,25.35,25.7,-0.15,11246
0,111/02/24,25871833,668745996,26.05,26.1,25.7,25.85,-0.4,12114
0,111/02/23,10978704,287468832,26.1,26.3,26.05,26.25,0.05,3629
0,111/02/22,20281272,528552627,26.2,26.25,25.9,26.2,-0.15,7662
0,111/02/21,10364559,272508386,26.2,26.35,26.15,26.35,0.0,3350
0,111/02/18,10508774,277506265,26.4,26.5,26.3,26.35,-0.25,4694
0,111/02/17,16789278,445770543,26.45,26.6,26.4,26.6,0.25,4579
0,111/02/16,10759293,283852652,26.3,26.45,26.3,26.35,0.15,5722
